CASEID,FUELTYPE,WEATHER,SURFCOND,VIN,DVTOTAL,ROLLOVER,SPEEDLIMIT,BODYTYPE,PASSENGERS,BELTED_PASSENGERS,GAD1,AIRBAG_DEPLOYED,FIRE
2406261,1,1,1,5TFPC5DB7PX0,13,0,999,3,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,999,1,40,1,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,999,1,40,3,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,999,1,999,1,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,999,1,999,3,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,999,0,40,1,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,999,0,40,3,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,999,0,999,1,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,999,0,999,3,2,0,F,1,1
2406303,1,2,2,1N4BL4BV1LC2,999,1,56,1,1,0,L,0,1
2406328,1,1,1,WDDGF4HB4EA9,25,1,89,1,1,0,F,1,1
2406350,1,1,3,JTDDR32T3Y00,37,1,89,1,1,1,L,1,1
2406372,1,1,1,5J6RW2H99HL0,999,1,40,2,1,1,R,1,1
2406380,1,4,2,3MEHM08119R6,999,1,64,1,1,0,F,2,1
2406381,1,4,3,5NPE34AF9KH8,999,1,72,1,1,1,F,1,1
