CASEID,FUELTYPE,WEATHER,SURFCOND,VIN,DVTOTAL,ROLLOVER,SPEEDLIMIT,BODYTYPE,PASSENGERS,BELTED_PASSENGERS,GAD1,AIRBAG_DEPLOYED,FIRE
2405246,1,1,1,1G4HR52K1WH5,999,1,999,1,1,1,F,1,1
2405246,1,1,1,1G4HR52K1WH5,999,1,999,3,1,1,F,1,1
2405246,1,1,1,1G4HR52K1WH5,999,0,56,1,1,1,F,1,1
2405246,1,1,1,1G4HR52K1WH5,999,0,56,3,1,1,F,1,1
2405246,1,1,1,1G4HR52K1WH5,999,0,999,1,1,1,F,1,1
2405246,1,1,1,1G4HR52K1WH5,999,0,999,3,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,32,1,56,1,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,32,1,56,3,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,32,1,999,1,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,32,1,999,3,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,32,0,56,1,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,32,0,56,3,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,32,0,999,1,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,32,0,999,3,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,999,1,56,1,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,999,1,56,3,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,999,1,999,1,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,999,1,999,3,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,999,0,56,1,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,999,0,56,3,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,999,0,999,1,1,1,F,1,1
2405246,1,1,1,2GCEC19V1212,999,0,999,3,1,1,F,1,1
2405248,1,1,1,2HGES26764H6,999,1,89,1,3,0,F,0,1
2405265,1,8,2,3VV3B7AX5PM0,999,1,48,2,1,1,F,1,1
2405272,1,1,1,2GKFLWEK5F61,999,1,89,2,1,1,F,2,1
2405273,1,1,1,SALCR2BG8HH6,999,1,56,2,1,1,F,2,1
2405277,1,1,1,5XYPGDA39GG0,999,1,64,2,1,1,F,1,1
2405292,1,1,1,W1N4N4HB1NJ3,999,1,105,2,1,1,F,1,1
2405298,1,1,1,1ZVBP8AM6B51,76,1,56,1,1,1,F,1,1
2405308,1,1,1,3TMLU4EN8FM1,19,1,48,3,2,2,F,1,1
2405310,1,1,1,5XYRL4LC4MG0,999,1,113,2,2,2,F,2,1
2405311,1,2,2,5TDGZRBH7NS5,999,1,113,2,5,2,F,2,1
2405331,1,1,1,5J6YH28563L0,999,1,89,2,3,2,F,1,1
2405363,1,1,1,KMTG64LA5LU0,999,1,113,1,1,1,F,2,1
2405368,1,1,1,2T3RFREV1DW1,999,1,129,2,1,1,F,2,1
2405377,1,1,1,1N4AL3AP1FN3,999,1,89,1,1,1,F,2,1
2405379,1,1,1,WBS83CH0XNCK,999,2,89,1,1,1,T,1,1
2405385,1,2,2,2GTFC29K3K15,999,2,72,3,1,0,T,0,1
2405396,1,1,1,5J6RE4H7XBL0,999,1,89,2,1,0,F,0,1
2405398,1,1,2,SHHFK7H91LU4,999,1,89,1,1,1,F,2,1
2405400,1,1,1,WMWXP7C5XF2A,999,1,129,1,1,1,U,2,1
2405402,1,1,1,1GYKNDR44PZ1,999,1,105,2,3,3,F,2,1
2405417,1,8,1,1FM5K8AB8MGA,999,1,72,2,1,0,F,2,1
2405419,1,8,1,1N4AL3AP5HC2,999,1,89,1,1,1,F,2,1
2405453,1,1,1,1FTMF1CM3EKF,999,1,89,3,1,1,F,2,1
2405455,1,8,2,5TEUU42N39Z6,999,1,56,3,1,1,F,1,1
2405462,1,1,1,5NMS53AA5LH2,999,1,97,2,2,2,F,2,1
2405463,1,1,1,1FMCU9GD6JUA,999,1,48,2,1,1,F,2,1
2405464,1,1,1,2T3P1RFV1MW2,999,1,89,2,2,1,F,1,1
2405469,1,2,2,1GCFC24K4PE1,999,1,89,3,1,0,R,0,1
2405471,1,1,1,3FA6P0HD1LR1,999,1,89,1,1,1,F,2,1
2405477,1,1,1,5TDGBRCH0LS5,999,1,72,2,1,1,F,2,1
2405480,1,1,1,2GCEK19T8313,999,1,40,3,1,0,F,2,1
2405493,1,1,1,4T1BF1FK7HU4,999,1,48,1,1,1,F,1,1
2405502,1,1,1,7FARW2H85KE0,999,1,113,2,1,0,F,2,1
2405510,1,1,1,3N1AB7AP2JY2,999,1,113,1,1,1,F,1,1
2405543,1,5,2,1N4AL3AP9HC2,999,1,89,1,1,1,F,2,1
2405544,1,1,1,3N1AB8DV0LY2,999,1,89,1,1,1,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,1,40,1,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,1,40,62,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,1,999,1,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,1,999,62,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,0,40,1,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,0,40,62,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,0,999,1,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,0,999,62,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,1,40,1,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,1,40,62,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,1,999,1,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,1,999,62,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,0,40,1,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,0,40,62,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,0,999,1,1,0,F,1,1
2405550,1,1,1,5NPD74LF7JH2,999,0,999,62,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,1,40,1,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,1,40,62,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,1,999,1,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,1,999,62,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,0,40,1,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,0,40,62,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,0,999,1,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,0,999,62,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,1,40,1,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,1,40,62,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,1,999,1,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,1,999,62,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,0,40,1,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,0,40,62,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,0,999,1,1,0,F,1,1
2405550,1,1,1,1GDJ7H1P9SJ5,999,0,999,62,1,0,F,1,1
2405556,1,1,1,2GCVKPEC3K11,999,1,89,3,1,1,F,1,1
2405581,1,1,1,19XFB2F53FE2,999,1,113,1,1,1,F,1,1
2405582,1,1,1,JF2GTHSC1PH3,999,1,89,2,1,1,F,1,1
2405613,1,8,1,1FM5K8D87GGA,999,1,80,2,1,1,F,1,1
2405618,1,1,1,4S4BTACC2R31,999,1,89,2,1,1,F,1,1
2405619,1,1,1,1FTYR14U51TA,999,1,89,3,2,0,F,2,1
2405623,1,1,1,5NPLS4AG5NH0,999,1,56,1,1,1,F,1,1
2405627,1,1,1,4JGFD6BB3PA8,999,1,97,2,4,4,F,1,1
2405630,1,8,2,3FA6P0G73LR1,25,1,48,1,1,1,F,1,1
2405639,1,2,2,2HNYD18282H5,999,1,80,2,1,0,F,1,1
2405643,1,1,1,1HGCM66595A0,29,1,72,1,2,2,F,1,1
2405661,1,8,1,2T3A1RFV6PC3,999,1,999,2,2,0,F,2,1
2405668,1,1,1,1GCCS19W8282,999,1,56,3,1,0,F,1,1
2405669,1,2,2,1FTFW1E53PFB,999,1,56,3,1,1,F,1,1
2405672,1,1,1,3GCUKSECXFG3,999,1,48,3,1,1,F,1,1
2405673,1,1,1,JTHBF5C2XA51,999,1,113,1,3,3,F,1,1
2405689,1,1,1,1G6AA5RA4G01,16,1,40,1,1,0,F,2,1
2405692,1,1,1,4T1G11AK7LU3,999,1,56,1,1,1,B,2,1
2405695,1,1,1,5TDJKRFH9FS2,999,1,113,2,1,1,F,1,1
2405699,1,1,1,1FTYE1C88LKA,999,1,48,4,1,1,F,1,1
2405702,1,1,1,3C4NJDFN3RT1,999,1,72,1,1,1,F,2,1
2405707,1,2,2,1C6RR7GT0LS1,999,1,89,3,1,1,F,2,1
2405718,1,1,1,1C4NJRBB2ED7,999,1,89,2,1,1,F,1,1
2405754,11,1,1,5YJ3E1EA9PF6,48,1,56,1,1,0,F,1,1
2405780,1,1,1,JTDKN3DU7F18,999,1,105,1,2,2,F,1,1
2405798,1,8,2,1FA6P8TH2J51,999,1,56,1,1,1,F,1,1
2405808,1,2,2,WBANU53568CT,999,1,40,1,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,1,40,2,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,1,999,1,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,1,999,2,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,0,40,1,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,0,40,2,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,0,999,1,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,0,999,2,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,1,40,1,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,1,40,2,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,1,999,1,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,1,999,2,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,0,40,1,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,0,40,2,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,0,999,1,1,0,F,0,1
2405808,1,2,2,WBANU53568CT,999,0,999,2,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,1,40,1,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,1,40,2,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,1,999,1,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,1,999,2,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,0,40,1,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,0,40,2,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,0,999,1,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,0,999,2,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,1,40,1,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,1,40,2,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,1,999,1,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,1,999,2,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,0,40,1,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,0,40,2,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,0,999,1,1,0,F,0,1
2405808,1,2,2,JTEBU5JR2L57,999,0,999,2,1,0,F,0,1
2405811,1,1,1,1GCEK19T02Z2,35,1,999,3,1,0,F,1,1
2405813,1,1,1,JF2SHAEC2DH4,999,1,72,2,1,1,F,2,1
2405815,1,1,1,1C4RDJDG6RC2,14,1,105,2,1,0,F,2,1
2405824,1,1,1,JF2SKAGC2KH5,999,1,72,2,1,1,F,1,1
2405826,1,1,1,JM3KFBCL5R04,999,1,89,2,1,1,F,2,1
2405827,2,1,1,3GCUKSEC0EG5,999,1,113,3,2,1,F,1,1
2405838,1,1,1,JF1VBAA6XP98,999,1,89,1,1,1,F,1,1
2405841,2,1,1,3GTU2VEC5EG4,999,1,105,3,1,0,F,2,1
2405850,1,8,1,3VV2B7AX5MM1,999,1,113,2,1,1,F,1,1
2405877,1,8,1,5NMJECDE6RH3,999,1,48,2,2,2,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,1,48,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,1,48,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,1,999,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,1,999,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,0,48,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,0,48,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,0,999,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,0,999,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,1,48,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,1,48,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,1,999,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,1,999,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,0,48,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,0,48,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,0,999,1,1,1,F,2,1
2405878,1,4,2,JM1BPAKM6R17,999,0,999,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,1,48,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,1,48,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,1,999,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,1,999,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,0,48,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,0,48,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,0,999,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,0,999,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,1,48,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,1,48,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,1,999,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,1,999,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,0,48,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,0,48,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,0,999,1,1,1,F,2,1
2405878,1,4,2,2B3KA43R37H7,999,0,999,1,1,1,F,2,1
2405889,1,8,1,5XYPG4A36HG2,999,1,56,2,1,1,F,1,1
2405891,1,5,1,3FA6P0LU2KR1,999,1,48,1,1,1,F,2,1
2405891,11,5,1,3FA6P0LU2KR1,999,1,48,1,1,1,F,2,1
2405908,1,1,1,1FMJU1HT5HEA,999,1,105,2,3,3,F,1,1
2405928,1,1,1,2T1BURHE5EC0,999,2,129,1,2,2,T,2,1
2405939,1,1,1,3GNAXJEVXJS5,999,1,56,2,1,1,F,2,1
2405970,1,1,1,JTKJF5C71C30,999,1,105,1,2,0,F,1,1
2405979,1,4,3,JF2SKADC8MH4,999,2,72,2,1,0,R,1,1
2405986,1,2,2,5UX23EM09R9U,999,1,48,2,2,2,F,1,1
2405989,1,1,1,3GNKBHR4XRS1,999,1,89,2,1,1,F,1,1
2406000,1,2,2,2G1FB1E35E91,999,1,64,1,1,0,F,1,1
2406025,1,4,3,1C3CCCABXFN5,999,1,72,1,1,1,F,2,1
2406026,1,8,2,2FMPK4J99RBB,999,1,40,2,1,1,F,1,1
2406043,1,1,1,3VV5X7B29RM0,74,1,56,2,1,1,F,1,1
2406047,1,1,1,1GNEVGKS5RJ2,999,1,89,2,1,1,F,2,1
2406049,1,8,2,1FM5K8F89JGB,999,1,129,2,2,2,F,1,1
2406052,1,8,2,JTDKAMFU6N31,24,1,72,1,2,2,F,1,1
2406052,11,8,2,JTDKAMFU6N31,24,1,72,1,2,2,F,1,1
2406058,1,1,1,1FM5K8AB5MGC,999,1,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,1,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,1,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,1,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,0,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,0,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,0,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,0,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,1,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,1,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,1,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,1,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,0,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,0,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,0,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AB5MGC,999,0,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,1,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,1,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,1,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,1,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,0,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,0,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,0,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,0,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,1,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,1,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,1,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,1,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,0,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,0,113,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,0,999,2,1,0,F,2,1
2406058,1,1,1,1FM5K8AR1JGC,999,0,999,2,1,0,F,2,1
2406072,1,1,1,WBS3U9C59FP9,999,1,64,1,1,1,F,2,1
2406076,4,1,1,1FTSW21R48EC,999,2,72,3,2,0,T,2,1
2406078,1,8,1,NM0GE9G29M14,999,1,113,4,2,2,F,2,1
2406083,1,1,1,WA1M2AFP5HA0,999,1,113,2,2,2,F,1,1
2406093,1,8,1,WBA8E3G55GNU,999,1,40,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,1,40,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,1,999,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,1,999,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,0,40,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,0,40,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,0,999,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,0,999,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,1,40,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,1,40,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,1,999,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,1,999,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,0,40,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,0,40,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,0,999,1,1,1,R,1,1
2406093,1,8,1,WBA8E3G55GNU,999,0,999,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,1,40,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,1,40,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,1,999,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,1,999,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,0,40,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,0,40,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,0,999,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,0,999,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,1,40,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,1,40,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,1,999,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,1,999,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,0,40,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,0,40,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,0,999,1,1,1,R,1,1
2406093,1,8,1,1G6DG5771901,999,0,999,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,1,48,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,1,48,2,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,1,999,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,1,999,2,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,0,48,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,0,48,2,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,0,999,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,0,999,2,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,1,48,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,1,48,2,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,1,999,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,1,999,2,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,0,48,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,0,48,2,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,0,999,1,1,1,R,1,1
2406102,1,8,1,WDBUF87X58B2,999,0,999,2,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,1,48,1,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,1,48,2,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,1,999,1,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,1,999,2,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,0,48,1,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,0,48,2,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,0,999,1,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,0,999,2,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,1,48,1,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,1,48,2,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,1,999,1,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,1,999,2,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,0,48,1,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,0,48,2,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,0,999,1,1,1,R,1,1
2406102,1,8,1,1FMHK8D86CGA,999,0,999,2,1,1,R,1,1
2406116,4,8,1,1GCUYEET8MZ3,999,1,89,3,2,0,F,2,1
2406129,1,1,1,1FTEX1EBXLKF,21,1,97,3,1,1,F,1,1
2406138,1,1,1,LRBFZNR41ND0,999,1,89,2,1,1,F,1,1
2406142,1,1,1,5N1DL0MN0LC5,999,1,105,2,2,2,F,2,1
2406183,1,1,1,KNDJ33AU5R79,999,1,113,1,1,1,F,1,1
2406189,1,1,1,KL4CJESB2MB3,999,1,113,2,2,0,F,2,1
2406192,1,2,2,5NPLL4AG2PH1,81,1,105,1,1,0,F,1,1
2406197,1,1,3,KM8R3DGE5RU7,13,1,40,2,4,3,F,1,1
2406206,1,1,1,2G1FC1E3XC91,999,1,89,1,1,0,F,1,1
2406212,1,1,1,KM8JN12D77U6,29,1,24,2,3,2,F,1,1
2406225,1,8,1,5FNRL6H80NB0,999,1,89,4,3,2,F,2,1
2406226,1,5,2,7MMVABAM1RN1,999,2,40,2,1,1,L,1,1
2406232,1,1,1,1N4AA6CV2PC5,999,1,113,1,1,1,F,1,1
2406236,1,1,1,KNAE55LC7N61,999,1,48,1,1,1,R,2,1
2406240,1,2,2,1C6RREHT4KN5,73,1,89,3,2,2,F,1,1
2406242,1,2,2,4S4BP61C1873,999,2,129,1,3,2,T,2,1
2406256,1,1,1,5YFBURHE2GP5,999,1,113,1,2,2,F,2,1
2406261,1,1,1,WAUANCF5XKA0,13,1,40,1,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,13,1,40,3,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,13,1,999,1,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,13,1,999,3,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,13,0,40,1,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,13,0,40,3,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,13,0,999,1,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,13,0,999,3,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,999,1,40,1,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,999,1,40,3,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,999,1,999,1,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,999,1,999,3,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,999,0,40,1,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,999,0,40,3,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,999,0,999,1,2,0,F,1,1
2406261,1,1,1,WAUANCF5XKA0,999,0,999,3,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,13,1,40,1,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,13,1,40,3,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,13,1,999,1,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,13,1,999,3,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,13,0,40,1,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,13,0,40,3,2,0,F,1,1
2406261,1,1,1,5TFPC5DB7PX0,13,0,999,1,2,0,F,1,1
